"","prod","title","author","date","ver.purchase","format","stars","comments","helpful"
"1225","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","The hardware is awesome, the OS is awesome, but Bixby is the worst possible phone feature.","Rockford Cogar","July 25, 2017",0,"",4,"The hardware is awesome, the OS is awesome. but the impossible to disable Bixby is simply moronware, designed by morons for morons.  Why would anyone want a database to talk to them?  I wish I could make Bixby shut up. I suggest that Samsung terminate Bixby.",NA
"1226","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Trash","Unforgiv3N","July 8, 2017",0,"",1,"Samsung just increases numbers and prices and decrease the quality .. this phone is total junk .. especially its screen .. Gorilla Glass 5 !!! scratches very easy and cracks in first drop .. so if you are buying this the first thing you are going to do is to Install Tamper Glass Screen Protector or insurance because This phone is not durable .. just put it in your pocket take it out and it is full of scratch",2
"1227","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","A fairly sexy phone.","Amazon Customer","July 19, 2017",1,"",5,"Bought this for my father. He needs a lot of processing speed to run his company apps and this phone has worked well for him thus far. It was between this and the pixel, but he may not notice a major difference between them. It serves all of his needs well.",3
"1228","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Five Stars","Amazon Customer","October 6, 2017",1,"",5,"Love it.",2
"1229","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Very Disappointed - S8 + screen breaks very easily!","Sox Fan T","July 11, 2017",0,"",1,"The screen on this Galaxy S8 + is very fragile. I had a Spigen case on it and dropped it about 2 1/2 feet and the screen cracked. Not only does the phone's screen break easily (see many of the other 2 & 1 star reviews) but it costs about $350.00 to replace.  I guess I'm going to have to go back to Apple after being a Samsung customer for the last 3 years (my Galaxy S5 Active without case was dropped at least 3 times without any damage).Samsung has lost another customer.I bought this phone on pre-sale from Best Buy so you will not see a verified purchase note on this review.",1
"1230","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Five Stars","Orlando","September 23, 2017",1,"",5,"excellent mobile and very good product that I acquired, so far everything perfect!!",3
"1231","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Five Stars","Aaron","December 4, 2017",1,"",5,"So good. I am a traditional Samsung user, and I think the product of Samsung phone is getting better and better.Just kindly reminder, this product is international vision which means there is no warranty. But I think if you have good case and screen protector, this phone you will be using for years.",1
"1232","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","I bought the S8+ from T-Mobile on Oct 7, ...","Amazon Customer","October 13, 2017",0,"",1,"I bought the S8+  from T-Mobile on Oct 7, 2017. On Oct 12, 2017 , I was downloading an app and the screen was stuck illuminated for 3 hours. The screen was illuminated for 2 hours, couldn't maneuver, had a frozen screen, and I couldn't power the device off. I had to put my phone in the bathtub because it was getting really hot. Every 15min I went to check on it and attempted to turn it off. After two hours, I was finally able to restart the phone. It works after the restart , but I'm definitely returning my device.",NA
"1233","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Five Stars","Amazon Customer","July 4, 2017",1,"",5,"Perfect!!!",5
"1234","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Extremely fragile phone","jackhammerliveaudio","November 25, 2017",0,"",3,"This is an awesome phone, but the screen is very fragile. My Lifeproof case had an issue so I was forced to take the phone out. 1 small drop, cracked screen....ridiculous for a $850 phone.",NA
"1235","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Five Stars","Narvin","June 25, 2017",1,"",5,"Meet all expectation",2
"1236","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","Five Stars","peapodgrrl","September 2, 2017",1,"",5,"i love my phone. highly recommended.",1
"1237","Samsung Galaxy S8+ 64GB Unlocked Phone - 6.2"" Screen - International Version (Midnight Black)","The Last Samsung Product I Will Ever Purchase!","Todd","July 26, 2017",0,"",1,"The Last Samsung Product I Will Ever Purchase!Prior to this terrible warrantee experience I am having I liked Samsung products. I have several in my home. However, when something goes wrong and you need to send the product in for service and repair, good luck!I purchased a Samsung Galaxy S7 Edge earlier in the year after being a loyal iPhone user since the 3GS. When I made the switch I was pleasantly surprised how much I liked the phone. It worked flawlessly for about six months until a firmware update they release trashed the phone. Took it to a local Samsung rep. at Best Buy and he tried for a day and a half to replace the operating system with no luck. He said that it is still under warranty so send it in and they’ll fix it. Sounded great, however.I called their customer service number and they stared a claim, she took my information down and told me it will take around eleven days to get it back, then issued me a UPS label. I sent the phone off to them and they send me an email on June 27th confirming that they received the phone and issued me a ticket number. So far so good right?Well after the first week when by I decided to check the status of my repair through the Repair Self Tracking portal they have and was surprised to see that there was nothing in their system about my repair claim. Though to myself, that’s weird.On July 13th, after thirteen business days later of not hearing anything I called them again to check the status. They said that they were done with it but I gave them a P.O. Box address and that they can only delver to a physical address. Oh, ok I get it, a mistake. However, when the person who originally took my information shouldn’t she have told me that they required a physical address? Still, not too upset. They told me that they would ship it immediately and I would have it in 1-4 business days. Great? Not so fast.Five business days later on July 20th I still had not received my phone so I called again. The Samsung rep I talked to this time said pretty much the same thing that the last rep told me and that it has not been shipped. Now I’m irritated. I told him that they had the correct address now so what’s the problem?  He put me on hold and checked with the repair shop and a Anne told him that they would overnight it today and I would receive it tomorrow. This is where it gets really shady. I asked this person to please send me an email stating our conversation and confirming that the phone was being shipped overnight. He told me that they do not have the capability to send emails. What? Samsung can’t send emails? I was pissed off so I asked to speak to his supervisor. He put me on hold for a really long time and came back to tell me that his supervisor “Graham” will not speak with me and that he doesn’t have the capability to send an email either. Now I’m furious. I’m being lied to and this is getting really shady. I’m not sure they even have my phone at this point. He put me on hold again and talked to Anne again who told him that when they sip it later today, I would receive an email stating that it shipped. I was not happy and expressed it vividly.I then went on the web trying to find another number to contact or call someone above them all with no luck. So what I found is that if these people want to screw you over, there’s no one else to get involved or help. What a predicament.Later the same day (July 20th) I called again and talked to another representative name Angela. She checked the status and let me know that it shows on her end that my phone is scheduled to be shipped overnight and I should have tomorrow. I wasn’t holding my breath at this point.We’ll here I am now, today is July 26th and yes, still no phone. I am beyond upset and don’t know if I will ever get my phone back. I’m thinking I am going to have to get an attorney involved which will likely cost more than a new phone. I can tell you this, if this can happen to your phone, it can happen to all Samsung products. I will be switching back to an iPhone here shortly if I don’t get my phone by this Friday. I caution you to ever think about buying another product from Samsung again.",NA
